timestamp,CompassSensor,DecibelSource
1612234082369,194.75668699474795,
1612234082376,,21.95844077732987
1612234082380,194.65807272351128,
1612234082416,,19.198103699682243
1612234082426,194.09314777725945,
1612234082427,194.5715205663489,
1612234082455,,44.57397032286511
1612234082487,194.71976299209484,
1612234082495,,21.482245039842127
1612234082501,194.58686117122465,
1612234082521,194.76216480646224,
1612234082526,194.6829892536034,
1612234082535,,20.913607210227163
1612234082541,194.42453489541026,
1612234082560,194.3516157958311,
1612234082576,194.20277231343823,20.7240336682769
1612234082579,194.18887970866638,
1612234082600,194.19605140729493,
1612234082616,,17.426216921658774
1612234082619,194.13027668558766,
1612234082627,194.06071803908026,
1612234082639,194.03085645202896,
1612234082655,,19.314101923018345
1612234082658,194.06814928489723,
1612234082678,194.00098120459938,
1612234082695,,22.684288267764003
1612234082697,194.02705886685044,
1612234082717,193.96942573063393,
1612234082727,194.14523479986997,
1612234082735,,17.772050482387815
1612234082737,194.15310317779392,
1612234082757,194.09801087194853,
1612234082775,,20.362018968152253
1612234082776,194.17159933006633,
1612234082777,194.04547305685287,
1612234082796,194.11361102401293,
1612234082817,194.11496340146857,
1612234082825,,20.09665686861972
1612234082826,194.12925215721225,
1612234082835,194.09440453206685,
1612234082855,194.0445441511257,
1612234082865,,18.568778488531205
1612234082874,194.00943697879188,
1612234082895,193.8848406679524,
1612234082905,,21.762011113248395
1612234082914,194.05952958616467,
1612234082926,194.01984618708696,
1612234082933,194.08478762571542,
1612234082946,,19.53269319742448
1612234082953,194.0638872468552,
1612234082973,193.95472716354004,
1612234082976,193.84170119315468,
1612234082985,,20.77730774381582
1612234082992,193.89602851781297,
1612234083012,193.93803418120854,
1612234083025,,17.0942424352341
1612234083026,194.30791624552137,
1612234083031,194.31497866112318,
1612234083052,194.3890998739962,
1612234083065,,19.21134665813335
1612234083070,194.4382908963986,
1612234083090,194.27474884691185,
1612234083101,,19.878173345432927
1612234083110,194.3850017604941,
1612234083126,194.45875414315196,
1612234083129,194.43557248110892,
1612234083140,,19.00257370562654
1612234083149,194.5304438086804,
1612234083170,194.4764579934806,
1612234083176,194.38765187389208,
1612234083181,,22.343743345502464
1612234083189,194.38012500542675,
1612234083208,194.23893133490424,
1612234083220,,57.53564307209703
1612234083226,193.7562555266378,
1612234083228,193.9048667825989,
1612234083248,193.81996753121575,
1612234083260,,61.47096548015058
1612234083268,193.94149025692855,
1612234083288,193.99737486471759,
1612234083300,,59.614060637549684
1612234083307,193.9332120676545,
1612234083326,193.9789333539586,
1612234083327,193.71006978747016,
1612234083340,,57.05425181446643
1612234083346,193.70688691931696,
1612234083365,193.56409498452865,
1612234083376,193.43139806933368,
1612234083385,193.47341739310764,
1612234083390,,53.40378358371798
1612234083406,193.5726600417479,
1612234083424,193.47433263845642,
1612234083426,193.4574347504497,
1612234083430,,65.34376618829965
1612234083444,193.5274032083073,
1612234083463,193.49760992314782,
1612234083470,,64.1317393980391
1612234083483,193.57319279650312,
1612234083504,193.6147749881702,
1612234083510,,62.224405640659484
1612234083522,193.78670450995776,
1612234083526,193.40448712400382,
1612234083543,193.38750727372712,
1612234083550,,45.422965141459414
1612234083562,193.32469685411968,
1612234083576,192.51083883337765,
1612234083582,192.69220767659817,
1612234083592,,70.09941764525473
1612234083601,192.63707438961785,
1612234083621,192.51071588997263,
1612234083627,191.57469310573572,
1612234083631,,70.0214090777761
1612234083641,191.3293117296139,
1612234083660,191.4568586821747,
1612234083671,,68.43147256442833
1612234083680,191.61367982551815,
1612234083700,191.80198814093546,
1612234083711,,65.92388776007637
1612234083719,191.66763831996127,
1612234083726,190.80023161612633,
1612234083740,190.67183772010844,
1612234083750,,46.62881703216798
