timestamp,CompassSensor,DecibelSource
1613944587690,,65.46334829488904
1613944587727,6.06748030153085,
1613944587730,,65.30930433366964
1613944587747,6.805095055002141,
1613944587770,,63.67729630953018
1613944587787,6.2033536815766865,
1613944587810,,64.73143677750465
1613944587821,6.45578423980885,
1613944587825,6.523094046532037,
1613944587841,6.657708964223332,
1613944587845,6.88907052330012,
1613944587851,,63.73176541215891
1613944587860,7.017715001883232,
1613944587880,6.861903872763264,
1613944587891,,65.97787067451848
1613944587896,6.695083332474837,
1613944587900,6.523155091347746,
1613944587920,6.575229734240395,
1613944587931,,65.52668615958588
1613944587938,6.726296443208184,
1613944587945,6.6171261146092775,
1613944587958,6.604692608998903,
1613944587972,,63.80326831483751
1613944587978,6.402820391663624,
1613944587998,6.305680587514075,
1613944588010,,66.31432803416978
1613944588017,6.466218207539725,
1613944588037,6.59488146914299,
1613944588045,6.582519680518942,
1613944588050,,64.04017040307593
1613944588056,6.455560124226736,
1613944588077,6.573492304870285,
1613944588097,6.540795335539769,
1613944588098,6.8448749305019305,
1613944588101,,65.3154507227133
1613944588115,7.0145846408092325,
1613944588135,6.833226042872468,
1613944588142,,62.77666352247273
1613944588146,6.8858765560894994,
1613944588154,6.377853915813148,
1613944588174,5.951334215355246,
1613944588181,,63.849993859441724
1613944588195,6.0384046131209175,
1613944588214,6.73384977865652,
1613944588220,,65.31784863333942
1613944588233,7.522866828274061,
1613944588245,7.656071738788626,
1613944588252,7.723039182279649,
1613944588261,,63.061539043105554
1613944588273,6.801614646733185,
1613944588292,6.158401645327899,
1613944588295,6.271038294930577,
1613944588300,,64.48930219765697
1613944588312,6.744977010588116,
1613944588331,7.213863947580819,
1613944588340,,64.99348626155057
1613944588345,7.050002586750338,
1613944588351,6.6681578729929925,
1613944588370,6.346872177737964,
1613944588381,,64.73660663383242
1613944588390,6.642930142406726,
1613944588410,7.128670571176428,
1613944588420,,64.88578658059568
1613944588429,7.20951140953224,
1613944588445,7.530666050532602,
1613944588449,7.345160673995963,
1613944588455,,64.22523095370013
1613944588469,7.014534695050941,
1613944588489,6.966289226961692,
1613944588496,7.1418600933505445,64.04976827556285
1613944588512,7.149066796698548,
1613944588529,6.825292351264693,
1613944588535,,63.789662334477214
1613944588545,6.78797305141336,
1613944588547,6.353865437674415,
1613944588567,6.598596238277821,
1613944588575,,64.11432002049962
1613944588587,7.214701499527791,
1613944588607,7.60163854619816,
1613944588616,,64.4740797483426
1613944588626,7.454189276169586,
1613944588648,7.402150064883244,
1613944588665,7.129695953325552,
1613944588666,,64.88368403144659
1613944588685,6.939815840625556,
1613944588695,6.85509460104754,
1613944588704,6.726169230934886,
1613944588706,,65.63546545583753
1613944588725,6.922936308752355,
1613944588745,7.157387674654899,
1613944588746,6.797912257316227,63.5742025465907
1613944588763,6.885806546650542,
1613944588784,6.624415634000968,
1613944588786,,63.333520910969895
1613944588803,6.515904418656987,
1613944588823,6.3268691149799,
1613944588825,,63.12067884179154
1613944588844,6.476729441785551,
1613944588846,6.166323810991457,
1613944588862,6.772927425332284,
1613944588866,,65.39806413176916
1613944588881,7.163612538309735,
1613944588896,6.923222322923834,
1613944588900,6.334465139110648,
1613944588906,,65.79397912333829
1613944588921,5.88716800319753,
1613944588942,6.223405836319387,
1613944588945,5.908080761775636,
1613944588946,,64.6184976003428
1613944588966,6.513226557615496,
1613944588979,6.453368487276805,
1613944588985,,62.33117759358162
1613944589000,5.675958490380083,
1613944589020,5.531905531916266,
1613944589026,,63.380467892954265
1613944589039,5.95290942773255,
1613944589045,5.630599630988854,
1613944589065,5.54739298585929,
1613944589066,,64.04026400359331
1613944589077,5.101745340630714,
1613944589097,5.103420017637859,
1613944589099,5.34560571900181,
1613944589106,,66.13727678800812
1613944589117,5.761730298429768,
1613944589137,5.6068425255082275,
1613944589146,,65.12020601701988
1613944589147,5.194010097260218,
1613944589156,4.8748088903624875,
1613944589178,4.882746423951687,
1613944589185,,64.09538691687413
1613944589197,5.290354611258294,
1613944589215,5.548689868027907,
1613944589235,5.467129298488317,61.85294371047598
1613944589245,5.155395622787523,
1613944589254,5.08830395523097,
1613944589275,5.147939617534803,63.69266006015535
1613944589294,5.249336763971428,
1613944589296,5.045624237541688,
1613944589313,4.879902503936023,
1613944589316,,66.28657180618491
1613944589334,4.357510853193219,
1613944589346,3.870118799304862,
1613944589353,3.8681892708643204,
1613944589355,,64.0952080960706
1613944589372,4.384074312649034,
1613944589392,4.370895035758679,
1613944589396,,64.71979754190693
1613944589412,3.9035073252888424,
1613944589433,3.6154120805318257,
1613944589437,,64.04147433956281
1613944589446,2.898049051393002,
1613944589451,3.2485297499250123,
1613944589471,4.009541316398213,
1613944589476,,63.3408210227404
