timestamp,CompassSensor,DecibelSource
1612234449446,201.56622167271053,
1612234449466,201.62329473341515,
1612234449469,,69.2835836555528
1612234449485,201.79796999124915,
1612234449505,201.67575058624084,
1612234449509,,68.67568790815317
1612234449524,201.70132281449344,
1612234449527,201.395535245352,
1612234449545,201.41601215248363,
1612234449549,,66.16624617540901
1612234449563,201.4621022690029,
1612234449576,201.59407518414582,
1612234449584,201.71800213644656,
1612234449590,,55.2014843378474
1612234449603,201.60731209075732,
1612234449623,201.53987080289266,
1612234449626,201.73066530716778,
1612234449629,,49.06087543907434
1612234449642,201.71827534401336,
1612234449662,201.75596432785346,
1612234449669,,48.83327459996267
1612234449682,201.911979508875,
1612234449702,201.75347813899566,
1612234449719,,46.9353595920158
1612234449721,201.78671383949688,
1612234449727,201.49630785636623,
1612234449740,201.4758992511263,
1612234449759,,52.002015666935655
1612234449761,201.50341125310308,
1612234449777,201.39115026390482,
1612234449780,201.4562283063167,
1612234449799,,64.39192361611413
1612234449800,201.3941418867612,
1612234449820,201.36866528115706,
1612234449826,201.076674694139,
1612234449839,,67.66864594676613
1612234449840,201.25783863168454,
1612234449859,201.28518670912126,
1612234449878,201.4151378882699,
1612234449879,,66.42999588804584
1612234449898,201.33521101460235,
1612234449918,201.12298337671177,
1612234449919,,64.92068383130182
1612234449926,201.12734103740218,
1612234449937,201.05536450392856,
1612234449959,201.07011771253588,52.02861213022163
1612234449977,200.7427194248604,
1612234449996,200.85208441385066,
1612234449999,,44.870031426276
1612234450016,200.7897794282419,
1612234450026,200.93733883507082,
1612234450035,200.9959008770145,
1612234450039,,45.063799804874385
1612234450055,201.1400861703935,
1612234450075,201.12604330145996,
1612234450079,,45.226586001014525
1612234450094,201.02578978482245,
1612234450114,201.0277022377901,
1612234450119,,44.475797610501985
1612234450131,201.0871385439475,
1612234450134,201.1477633030206,
1612234450153,201.22781312009306,
1612234450160,,43.413760028811
1612234450173,201.08663310994893,
1612234450177,200.83759075243188,
1612234450192,200.77125595521272,
1612234450199,,43.98450063220173
1612234450212,200.85722071610655,
1612234450226,200.9512724209776,
1612234450232,201.00167921705224,
1612234450239,,41.660750480321234
1612234450252,200.94284396754188,
1612234450271,200.9594549876033,
1612234450289,,41.85366971716108
1612234450298,201.07401092036275,
1612234450316,201.08592277027526,
1612234450329,,42.92012625019346
1612234450334,201.11667228191868,
1612234450350,200.88389943500465,
1612234450369,,43.66105073364206
1612234450375,200.96841619579436,
1612234450391,200.9079690216397,
1612234450409,,38.82021978677767
1612234450410,200.95364932680877,
1612234450427,201.15300888830313,
1612234450444,201.05511861711852,
1612234450449,,41.04267510191522
1612234450459,200.96740532779722,
1612234450471,201.07700254321924,
1612234450489,,43.56144091708948
1612234450492,201.10179612990635,
1612234450507,200.93031740060405,
1612234450529,,36.73286126774838
1612234450543,201.01790774652022,
1612234450560,201.0394638235408,
1612234450569,,36.831808642101564
1612234450578,201.13283250949485,
1612234450579,201.01994314289288,
1612234450594,200.9840436686153,
1612234450608,200.9035293986792,
1612234450609,,36.30501085215306
1612234450626,201.03098072859166,
1612234450649,,43.30363306876893
1612234450660,201.1122326589582,
1612234450679,201.09973341277703,
1612234450689,,41.86053274826072
1612234450695,201.25680044293063,
1612234450708,201.2223762895137,
1612234450727,201.20252775978565,
1612234450729,,38.678509052772135
1612234450761,201.32161893815407,
1612234450770,,44.32679060321731
1612234450781,201.07922918488862,
1612234450799,201.1908617966833,
1612234450814,,46.32587538173919
1612234450819,201.2659528964184,
1612234450838,201.06099257980463,
1612234450854,,48.634551740223856
1612234450855,201.34941780807594,
1612234450880,201.33727373173178,
1612234450894,,47.28754062383623
1612234450917,201.35817411059202,
1612234450934,,41.35739686685105
1612234450936,201.40102671744467,
1612234450953,201.55230174718213,
1612234450970,201.42431766251434,
1612234450974,,47.16358095000305
1612234450984,201.21514994937183,
1612234450998,201.40165509484825,
1612234451014,,44.631834681492094
1612234451027,201.24100904556963,
1612234451046,201.21699410044778,
1612234451054,,40.986244917318515
1612234451063,201.18935915506586,
1612234451080,201.00023121694824,
1612234451094,,39.483481427429254
1612234451114,201.32288935333963,
1612234451132,201.3454426379791,
1612234451133,201.43922113528333,
1612234451135,,41.960379253030155
1612234451150,201.29067818121393,
1612234451174,,45.960862366683216
1612234451177,201.51170310275552,
1612234451214,,37.27458876823666
1612234451215,201.38044052728617,
1612234451234,201.24734746111926,
1612234451254,,41.540382977657096
1612234451280,201.17509772007895,
1612234451295,,42.00287474142462
1612234451334,,36.10825619853046
1612234451338,201.1173416404573,
1612234451359,201.25502459374638,
1612234451379,201.37507199859851,
1612234451384,,32.778186478607545
1612234451422,201.50746838547013,
1612234451424,,45.46982790907106
1612234451438,201.314665805579,
1612234451464,,43.144111829547576
1612234451479,201.4781258927958,
1612234451504,,43.05221907879804
1612234451538,201.38625984845908,
1612234451544,,44.66026648115985
1612234451556,201.38612324467567,
1612234451584,,39.94639751175776
1612234451593,201.44351049408215,
1612234451624,201.37829584788687,
1612234451627,,35.98930035049108
1612234451645,200.77636493671196,
1612234451664,,38.244878663442535
1612234451698,200.87966471771915,
1612234451704,,33.03305523953296
1612234451742,201.025612199904,
1612234451743,200.53969888197093,
1612234451744,,35.82968067159287
1612234451761,200.43463691215788,
1612234451784,200.40431087224306,32.28199211672894
1612234451819,199.79098720553247,
1612234451824,,45.35795089474597
1612234451839,199.2238082968547,
1612234451864,,41.86578776963831
1612234451894,199.43931442554685,
1612234451904,,39.374806141311986
1612234451943,198.95086027724255,
1612234451954,,39.46409823953518
1612234451961,199.5260305072494,
1612234451987,198.44792612789797,
1612234451994,,41.93755544009312
1612234452024,198.3098197028803,
1612234452035,,42.39078470667299
1612234452042,197.43515933814672,
1612234452076,,41.961784218907084
1612234452091,197.384670579802,
1612234452115,,37.40446755410962
1612234452137,196.5907430510581,
1612234452154,,36.517491543003004
1612234452159,196.42332145412274,
1612234452180,195.4614805548232,
1612234452195,,35.21031348186172
1612234452219,194.82217484851003,
1612234452234,,34.933049883748325
1612234452235,195.212752386008,
1612234452274,,32.21277975438461
1612234452285,194.28458431931665,
1612234452314,,32.63838883574003
1612234452329,194.02408090437234,
1612234452352,192.56002985578016,
1612234452354,,35.84071312626739
1612234452385,191.13577148929244,
1612234452394,,35.34584360988784
1612234452414,190.89972015157673,
1612234452434,190.82354988195277,42.571201909244024
1612234452474,,44.964478958051984
1612234452492,190.03947148599195,
1612234452524,,44.100661135733006
1612234452531,190.1207780578718,
1612234452532,190.4883241974885,
1612234452560,189.01688288421428,
1612234452564,,40.66412518503253
1612234452582,189.03850726312658,
1612234452605,,37.439905712401924
1612234452624,187.54705349558424,
1612234452643,186.39607099778868,
1612234452644,,44.52062697235565
1612234452680,186.74778475890935,
1612234452685,,46.7631009075899
1612234452724,,42.55789107255474
1612234452743,186.61822973073254,
1612234452762,186.02898931103562,
1612234452764,,38.28132839165445
1612234452782,185.99098613849367,
1612234452805,,36.061244201703765
1612234452829,184.45983531149523,
1612234452844,,40.948880933206524
1612234452884,,33.96237401479096
1612234452889,183.3598196852863,
1612234452925,,34.42429545961585
1612234452943,182.95489875053124,
1612234452964,,32.149174340156854
1612234452967,181.26206368550027,
1612234452986,181.07722510618146,
1612234453000,,31.49367248578809
1612234453028,179.37700979438114,
1612234453049,177.85038055261325,
1612234453050,,34.65357619565892
1612234453089,,32.24951376825062
1612234453093,177.9588985981464,
1612234453129,,28.53233625406488
1612234453132,176.64815797566428,
1612234453152,177.53754422824832,
1612234453169,,29.825495959678516
1612234453188,177.24317673539912,
1612234453209,,32.583634483954135
1612234453220,175.31168120038953,
1612234453234,173.25277531660257,
1612234453249,,29.477782390476463
1612234453289,,27.09979868918005
1612234453293,173.48263850293017,
1612234453329,,29.36871793093176
1612234453333,173.57192273576058,
1612234453355,172.42439631368507,
1612234453370,,34.61521136766149
1612234453390,173.1148054953683,
1612234453410,,35.642152672782615
1612234453422,170.73199838076098,
1612234453440,168.69981219700708,
1612234453449,,40.01727678109916
1612234453490,,34.95251635874651
1612234453493,168.95134074338196,
1612234453494,168.52475444857964,
1612234453529,,41.74496340997551
1612234453537,168.4664382934461,
1612234453552,166.1649787318536,
1612234453569,,37.051099550098535
1612234453589,166.10427201051053,
1612234453619,,39.31137672315672
1612234453624,163.9225866462034,
1612234453625,163.97896302761268,
1612234453640,164.29035135187357,
1612234453659,,38.06339026112259
1612234453696,162.278587433738,
1612234453699,,30.885817872910273
1612234453739,,37.34989251169681
1612234453741,161.71500120456358,
1612234453756,159.3745002816753,
1612234453781,,39.86637345625242
1612234453792,157.33630353145182,
1612234453820,,33.28859490662619
1612234453825,157.33638549372185,
1612234453843,155.45985932115255,
1612234453860,,37.30378694031148
1612234453892,155.30596149877383,
1612234453900,,37.758171596541374
1612234453939,,38.43867817804987
1612234453942,155.59481019877364,
1612234453961,153.78493301212532,
1612234453979,151.79199309534232,
1612234453981,,38.983767222747424
1612234454013,151.95308993710626,
1612234454020,,40.330768069802446
1612234454029,152.13510081810875,
1612234454059,,41.91936398101981
1612234454095,149.1134251292951,
1612234454100,,42.23344911985631
1612234454142,149.15758913246842,
1612234454144,,37.82271377535362
1612234454158,146.99873026036747,
1612234454176,144.82369750031194,
1612234454189,,41.63905835262898
1612234454224,145.30069059118892,
1612234454229,,40.51262008588462
1612234454243,143.3270527890004,
1612234454270,,41.081855131721234
1612234454281,143.073092695281,
1612234454310,,41.13521287314613
1612234454334,143.20812553517212,
1612234454349,,40.281449309017994
1612234454352,140.88721359482346,
1612234454389,,42.073538518558834
1612234454391,139.2366437403765,
1612234454424,139.86022635122035,
1612234454429,,41.22971303728262
1612234454441,139.73196905898584,
1612234454442,137.9551226671637,
1612234454469,,37.50452387735215
1612234454493,137.8822855298547,
1612234454510,,41.57828147980257
1612234454528,137.73456219848566,
1612234454550,,40.28144135896879
1612234454560,136.2864118302812,
1612234454589,,34.83176258459239
1612234454592,136.17655506767073,
1612234454630,134.33047787842133,37.73289543568217
1612234454669,,39.22578429494267
1612234454685,132.3035646007067,
1612234454709,,42.077054444313006
1612234454752,132.43265517601992,
1612234454760,,42.24133149755059
1612234454795,130.28070845535905,
1612234454799,,35.69604311361564
1612234454816,129.16399984681863,
1612234454834,127.59125316777482,
1612234454841,,26.825862248088313
1612234454879,,32.79703218936802
1612234454889,128.05296029528932,
1612234454890,127.85992548896644,
1612234454920,,35.77358550004481
1612234454932,127.45382976167417,
1612234454946,126.31085224558586,
1612234454959,,32.146454880246885
1612234454977,125.2049353359341,
1612234454999,,32.18021632293823
1612234455014,125.0657224202709,
1612234455034,123.25699270540315,
1612234455039,,38.57591668223208
1612234455080,,35.20855126079906
1612234455083,123.33951505095524,
1612234455119,,34.04290948395973
1612234455130,122.07893533773768,
1612234455147,121.88330505953019,
1612234455160,,31.548308723759078
1612234455194,,30.796840369001394
1612234455195,121.86243200142661,
1612234455215,120.88917102583483,
1612234455235,120.1670561060244,
1612234455236,,36.668868880608734
1612234455285,,36.67087968851409
1612234455307,119.8527308004204,
1612234455324,,25.68519285337054
1612234455331,118.41537213110459,
1612234455353,118.33193454020369,
1612234455364,,26.567279669452564
1612234455396,118.53289236596382,
1612234455405,,26.820180876194666
1612234455422,117.62626671591465,
1612234455443,116.99343602893464,
1612234455444,115.76650182756856,25.031649800069864
1612234455484,,29.18780452435555
1612234455485,116.036130375244,
1612234455525,,28.453503588248488
1612234455531,114.8872652360912,
1612234455547,114.9150231248781,
1612234455565,,25.637366053121788
1612234455581,113.60191242675398,
1612234455604,,24.827157073419496
1612234455614,114.65436944577209,
1612234455627,114.62361993412867,
1612234455645,,22.575861767736008
1612234455683,112.51534544302086,
1612234455684,,25.567062327680127
1612234455724,,21.84149365044735
1612234455734,110.21842112703726,
1612234455749,110.030474811646,
1612234455765,,24.521930194195292
1612234455779,110.08194028704207,
1612234455804,,23.165775565226163
1612234455817,107.42466202063778,
1612234455836,105.3464881732022,
1612234455854,,24.415171699895332
1612234455894,106.11933773816747,22.819003998975504
1612234455935,,20.303475848150498
1612234455944,103.62577227597922,
1612234455965,103.9971091705853,
1612234455974,,22.114793002998777
1612234455985,103.57716181965623,
1612234456015,,24.705706072840165
1612234456022,101.14965794712032,
1612234456023,101.43671713755765,
1612234456041,99.03712141797041,
1612234456054,,22.38151156244795
1612234456090,98.79645287237588,
1612234456094,,23.36869416693627
1612234456128,97.03763817996253,
1612234456129,96.728271591696,
1612234456134,,22.222620051604704
1612234456149,96.77886280287828,
1612234456175,,23.902992071037787
1612234456181,96.77680008574896,
1612234456214,,23.269675737357925
1612234456218,94.36124221407141,
1612234456237,94.4288679170437,
1612234456254,,22.771063149620126
1612234456294,92.84724199207886,26.352879138050163
1612234456335,,25.1715906480276
1612234456339,90.52267590052423,
1612234456353,90.58050711222671,
1612234456374,,31.770665179516126
1612234456384,88.6988582977799,
1612234456418,88.81305223051334,
1612234456424,,28.840730797175304
1612234456434,87.23064083379398,
1612234456465,,27.570119940836257
1612234456487,87.13940999705011,
1612234456504,,26.66345584048457
1612234456540,87.22950019220258,
1612234456544,,24.09372617867796
1612234456560,84.85973190872079,
1612234456578,85.38202964436249,
1612234456584,,25.710677183316534
1612234456623,83.64708646309839,
1612234456626,,30.994303185610114
1612234456641,81.75603930835365,
1612234456664,,30.859082653708633
1612234456686,81.79413127335482,
1612234456687,81.63744673379472,
1612234456704,,37.136007359131746
1612234456737,81.6458820174197,
1612234456744,,38.66053926179222
1612234456758,80.1488889664605,
1612234456785,79.72890063439638,33.67816041664654
1612234456815,78.09484617736257,
1612234456824,,34.438524410454676
1612234456833,76.34209669293222,
1612234456864,,38.48725946730155
1612234456885,76.7075801154196,
1612234456904,,41.689800610512
1612234456937,75.35902073550312,
1612234456944,,37.883126136252095
1612234456985,75.32473318586966,
1612234456994,,41.64585567379659
1612234457020,73.69000254010797,
1612234457034,,35.812807245499755
1612234457038,73.09773634660866,
1612234457074,,27.230885531748203
1612234457086,72.17311314809649,
1612234457115,,47.18109884600105
1612234457140,72.5017886811467,
1612234457154,,46.36618002445453
1612234457159,70.95265396606362,
1612234457179,69.92971019444917,
1612234457194,,45.40427605718882
1612234457224,69.81072146891836,
1612234457234,,43.351081687922594
1612234457246,69.95683287564327,
1612234457274,,40.10576585084168
1612234457294,68.39781487683115,
1612234457314,,42.61403728718112
1612234457339,67.17487633612956,
1612234457354,66.98467605831223,
1612234457355,,47.415272751881794
1612234457386,66.80917434758874,
1612234457389,,48.71475742889673
1612234457422,66.06753191694122,
1612234457429,,41.06361876315919
1612234457442,64.9755281026288,
1612234457469,,41.669929567795734
1612234457497,64.69276510117942,
1612234457520,,35.389350074985884
1612234457542,63.81343288705364,
1612234457560,,33.77362464109082
1612234457562,63.53711075399161,
1612234457576,63.711198615556896,
1612234457577,62.67083786155888,
1612234457599,,33.58041128657537
1612234457617,62.93230433317615,
1612234457638,62.7949492289672,
1612234457640,,31.61256840445667
1612234457682,,34.86476416527275
1612234457693,62.304650929586955,
1612234457719,,33.19504913911963
1612234457743,62.1551449188446,
1612234457758,60.86083090131632,
1612234457759,,36.434202882610435
1612234457787,59.47476012247813,
1612234457799,,38.79581879854233
1612234457823,59.941685514518554,
1612234457835,59.6235011520335,
1612234457839,,35.30373599076544
1612234457879,,39.03910511446604
1612234457894,58.21976067381246,
1612234457919,,36.09612927606709
1612234457935,57.68199255970069,
1612234457936,55.86814020295543,
1612234457956,56.278573100370636,
1612234457959,,50.21618100831087
1612234457994,56.29536170535056,
1612234457999,,49.786844869637704
1612234458012,54.60287839506185,
1612234458031,54.62421590602895,
1612234458040,,39.15554995116802
1612234458090,,33.20556930444078
1612234458096,53.034871867302,
1612234458129,,51.98978136586444
1612234458130,50.90182428007455,
1612234458156,50.787965026610436,
1612234458169,,53.80148045893455
1612234458193,49.055132373799836,
1612234458210,,44.869868041411145
1612234458223,49.21772161189739,
1612234458239,47.65162070691599,
1612234458249,,46.47121020152436
1612234458289,,52.37403121866193
1612234458292,48.24410888156336,
1612234458329,,51.48374315888552
1612234458340,47.749234355439285,
1612234458360,45.719216756746846,
1612234458369,,41.734446459407195
1612234458379,44.12038900035736,
1612234458409,,42.68329268075918
1612234458415,44.28328559696757,
1612234458433,43.0374829980193,
1612234458450,,52.95458010759213
1612234458485,42.68283908574472,
1612234458489,,52.646721411760886
1612234458530,,58.16843518027448
1612234458535,43.19775680198825,
1612234458560,41.22389360355709,
1612234458569,,57.08319533544955
1612234458582,41.20923943269281,
1612234458609,,47.62514939142993
1612234458622,39.79626112361939,
1612234458646,39.7139436837424,
1612234458660,,47.66231701143632
1612234458690,38.261387843523266,
1612234458699,,53.607878642388556
1612234458740,,60.26190123413551
1612234458744,36.928336408117275,
1612234458763,36.87378027212185,
1612234458779,,60.91537153004526
1612234458780,35.31291470713927,
1612234458819,,56.37360198272403
1612234458828,35.44841883008314,
1612234458860,,60.51605782555727
1612234458880,34.246124536147875,
1612234458899,,59.979550301614466
1612234458940,,56.22068328884779
1612234458943,34.33250935367562,
1612234458944,34.17731379535462,
1612234458961,32.62606172162879,
1612234458979,,65.4163581903751
1612234458987,32.53240616772962,
1612234459019,,59.96162987040185
1612234459024,30.745485246881685,
1612234459038,29.30765187941853,
1612234459060,,57.62318827028282
1612234459079,28.958639458114646,
1612234459099,,53.38223163963471
1612234459138,29.026070500695596,
1612234459140,,60.1071631506172
1612234459159,27.295585725412195,
1612234459179,,58.47792384989088
1612234459195,27.376960599183747,
1612234459213,26.314125107721793,
1612234459230,26.351078138678872,57.360261771344874
1612234459269,,55.110959922644454
1612234459281,24.86566396591013,
1612234459310,,59.9042658521862
1612234459331,24.72788538997264,
1612234459332,23.45737628924917,
1612234459348,23.623684565349834,
1612234459350,,54.92413841195208
1612234459379,22.390934457905473,
1612234459389,,61.72828879187266
1612234459429,,58.65289297545945
1612234459436,22.305907140475313,
1612234459470,,59.09790626907942
1612234459487,21.303081691061095,
1612234459511,,58.36181468229677
1612234459542,21.498438761701777,
1612234459552,,62.771981664739975
1612234459564,20.334070800680365,
1612234459586,19.39974361090492,
1612234459589,,60.05750385366552
1612234459623,19.401382856305702,
1612234459624,,55.06464730671859
1612234459655,19.30609488719483,
1612234459656,18.309867400518897,
1612234459664,,55.95618803180691
1612234459695,18.292467493608285,
1612234459704,,57.8524542361109
1612234459731,18.506761263722865,
1612234459754,,58.23579188670996
1612234459761,17.25548085306025,
1612234459780,17.307873526636172,
1612234459794,,59.88367919479779
1612234459830,16.45606868241282,
1612234459834,,50.666094738727566
1612234459844,15.47719329132326,
1612234459874,,55.10828079122816
1612234459900,15.332663073391188,
1612234459915,,57.24034574256075
1612234459944,15.478936697108907,
1612234459954,,57.83178202743899
1612234459962,14.303362103206723,
1612234459979,14.245684570760602,
1612234459995,,60.37608291351694
1612234460013,13.586831716816448,
1612234460032,12.354410312225923,
1612234460034,,51.559420871502574
1612234460047,12.288414463144306,
1612234460074,,56.67131933347893
1612234460082,12.245361219484778,
1612234460114,,54.00524783666331
1612234460136,12.456918645063126,
1612234460154,,52.97430120347268
1612234460155,12.084052641856601,
1612234460195,,54.293902888880694
1612234460198,11.630509297947526,
1612234460213,11.491173438879287,
1612234460232,11.284130768342322,
1612234460234,,54.563710309712704
1612234460247,11.241512949242406,
1612234460274,,52.28344006814048
1612234460283,10.923692294330635,
1612234460324,,54.231436269247055
1612234460332,11.493390689038563,
1612234460333,10.647645076382673,
1612234460348,10.436070575331428,
1612234460365,,53.53937639747024
1612234460379,10.50456371232832,
1612234460404,,52.21504028282655
1612234460420,9.750032714717008,
1612234460421,9.667632458796334,
1612234460441,8.959229997518378,
1612234460444,,53.214537719124465
1612234460484,,44.18485448911218
1612234460487,8.912914484756527,
1612234460524,,43.89572945881972
1612234460543,9.271159614270971,
1612234460565,,40.500959414133504
1612234460571,7.836614982893195,
1612234460588,7.935133631481449,
1612234460604,,45.640166307139154
1612234460624,6.861970893994453,
1612234460625,6.597832964638087,
1612234460641,6.614300550726966,
1612234460644,,47.39776640039441
1612234460684,,38.408594979963425
1612234460686,5.346057365260663,
1612234460724,,45.14342535198995
1612234460745,5.379645247391068,
1612234460765,4.093305048831951,39.96659867487871
1612234460790,2.3513831217833854,
1612234460804,,49.10804336175191
1612234460835,2.1169498985707946,
1612234460844,,47.26538779391789
1612234460895,,43.36839100010397
1612234460899,0.6559384442417695,
1612234460935,,46.74812037378469
1612234460948,358.7506277734368,
1612234460975,,49.76186459264264
1612234460994,358.738402268431,
1612234461014,,47.548117526580505
1612234461016,357.5045784339048,
1612234461033,357.6182276590519,
1612234461054,,43.31197594714865
1612234461085,355.86874044372394,
1612234461094,,42.54495395769568
1612234461134,,45.27949033584044
1612234461137,354.63331034080403,
1612234461156,354.87048225643036,
1612234461174,,56.95183875968671
1612234461195,354.58096377100503,
1612234461214,,56.26513612083586
1612234461215,353.26820995026503,
1612234461245,353.1903299989144,
1612234461254,,54.56468476553483
1612234461295,,55.87355208427301
1612234461297,352.0454609473129,
1612234461298,352.08293136509957,
1612234461335,,54.39507909699031
1612234461341,350.59867832448975,
1612234461364,350.56525223246535,
1612234461374,,53.71338382899569
1612234461382,349.20062056365816,
1612234461383,349.18397539265084,
1612234461414,,53.62819024024162
1612234461427,348.9581146971769,
1612234461445,347.92006852353387,
1612234461465,,51.85704670907409
1612234461501,347.8374872676002,
1612234461504,,52.15979753870617
1612234461544,346.7293488389208,
1612234461545,,53.818703386273576
1612234461562,346.82701029876824,
1612234461582,346.88711681723805,
1612234461584,,54.834750086900186
1612234461624,,57.457196776035616
1612234461627,345.58428128494654,
1612234461661,344.3755119716781,
1612234461664,,50.46565466804899
1612234461688,344.35293478137663,
1612234461704,,57.11982187816945
1612234461730,344.3198510525844,
1612234461744,,55.12033062373404
1612234461748,342.84395474842404,
1612234461784,,53.065881146679914
1612234461790,342.95715318108597,
1612234461819,,51.65602835628968
1612234461832,341.4414846853887,
1612234461856,340.0191660926252,
1612234461859,,43.10912262611193
1612234461880,339.9977995533541,
1612234461881,340.0280999800596,
1612234461899,,50.85513337413503
1612234461939,,50.958858275885525
1612234461942,338.8619578774012,
1612234461964,338.95681554459435,
1612234461984,338.92304025914865,
1612234461989,,44.19943409565341
1612234462029,,42.251859388667334
1612234462030,337.6107662591979,
1612234462069,,47.26599807854701
1612234462085,336.05156384527817,
1612234462110,,48.38352980221838
1612234462142,334.8561099857967,
1612234462143,334.69895928582577,
1612234462150,,51.08785404163384
1612234462164,334.649947555889,
1612234462180,334.74480693062947,
1612234462190,,39.0730930906621
1612234462229,,46.12546600413923
1612234462232,333.59074743261283,
1612234462233,333.6427371250277,
1612234462270,,51.1717380932857
1612234462279,332.47619716385014,
1612234462309,,46.640608658008276
1612234462343,332.516085468603,
1612234462349,,43.062911928162386
1612234462362,331.12108250987774,
1612234462377,329.9594244264095,
1612234462389,,46.66855136542452
1612234462419,330.12875164612325,
1612234462433,,44.52407174555306
1612234462437,328.5365184373774,
1612234462469,,43.057919622654225
1612234462494,328.68651963683465,
1612234462510,,48.504570741095804
1612234462528,328.6519110683102,
1612234462529,327.23555864578674,
1612234462546,327.10538548549005,
1612234462560,,50.590922603442024
1612234462582,325.87820198221925,
1612234462600,,51.04022997813797
1612234462631,325.7312197263752,
1612234462632,325.66727891046014,
1612234462639,,52.04031000124629
1612234462679,,54.52353713663051
1612234462704,324.6616291778241,
1612234462705,324.56760479370973,
1612234462720,,49.226827851807364
1612234462745,323.4226567680459,
1612234462760,,54.39451526909159
1612234462787,322.6001346523417,
1612234462799,,52.15951418788385
1612234462826,322.45733588736425,
1612234462841,,54.40817521375618
1612234462842,322.5899645006675,
1612234462880,,53.40487059895857
1612234462896,321.5776826543475,
1612234462919,,51.17930598743981
1612234462931,321.69141213421733,
1612234462947,320.86235352747747,
1612234462959,,56.224855496891564
1612234462990,320.8286704495855,
1612234462991,320.73710493357237,
1612234462999,,49.99109596047374
1612234463028,319.8555768136284,
1612234463040,,48.62548393708012
1612234463079,319.18246167092366,
1612234463081,,51.53040596022169
1612234463129,,43.12815246248797
