sec,timestamp,maa,clock_ticks,clock_seconds,longitude,latitude,relative_height_meters
130,2022-06-09 09:42:10,7.5766025e-07,2154149998,404.072,144.8027998542578,13.431449437524842,10.006049618896483
131,2022-06-09 09:42:11,1.1235718e-06,2158650856,405.072,144.802798516275,13.431449056125343,9.060176358398436
132,2022-06-09 09:42:12,1.0572056e-06,2163151921,406.072,144.80279701843094,13.431448991239996,7.77601955908203
133,2022-06-09 09:42:13,8.240452e-07,2167652839,407.073,144.80279588214012,13.431449555917606,6.824790463623046
134,2022-06-09 09:42:14,9.993388e-07,2172154394,408.073,144.80279550678202,13.431450346789346,6.169532284912108
135,2022-06-09 09:42:15,8.330255e-07,2176654412,409.073,144.80279532528962,13.431451111355202,5.60667370336914
136,2022-06-09 09:42:16,7.701594e-07,2181154669,410.073,144.8027945463411,13.431451253998754,4.998889432128905
137,2022-06-09 09:42:17,7.3472705e-07,2185655193,411.073,144.80279435313545,13.431452291330608,3.70418118017578
138,2022-06-09 09:42:18,1.2532198e-06,2190155857,412.073,144.80279453319875,13.431452013492006,3.286612973388671
139,2022-06-09 09:42:19,7.617042e-07,2194656142,413.073,144.80279459027,13.431451705115196,3.18894909399414
140,2022-06-09 09:42:20,8.3076594e-07,2199156189,414.073,144.80279283604824,13.431452156453105,3.3341936923828115
141,2022-06-09 09:42:21,1.0847915e-06,2203656563,415.073,144.80279210290578,13.431451910828384,3.239043698486327
142,2022-06-09 09:42:22,9.711373e-07,2208156811,416.073,144.80279283766995,13.431450422902818,3.5905032016601552
143,2022-06-09 09:42:23,8.572155e-07,2212657835,417.074,144.8027929452308,13.431449581467891,3.4637904025878896
144,2022-06-09 09:42:24,3.855391e-05,2217158199,418.074,144.8027931148316,13.431448185033195,3.204894528564452
145,2022-06-09 09:42:25,5.7275472e-05,2221658760,419.074,144.80279311014257,13.43144787330342,2.8297610141601552
146,2022-06-09 09:42:26,6.941364e-07,2226161856,420.075,144.80279362358215,13.43144981447543,3.088813290771484
147,2022-06-09 09:42:27,1.0474923e-06,2230663180,421.075,144.80279458279549,13.43145274720862,3.302867398437499
148,2022-06-09 09:42:28,6.839286e-07,2235163844,422.075,144.80279421467736,13.431452396037928,2.3912310458984365
149,2022-06-09 09:42:29,8.7537444e-07,2239664610,423.075,144.80279525422222,13.43145209112319,2.6792483188476552
150,2022-06-09 09:42:30,7.9950036e-07,2244165619,424.075,144.80279467349763,13.431451967893944,2.737376675781249
